lat,long,nu_ddd_farmacia,nu_telefone_farmacia,nu_cep_farmacia,no_bairro_farmacia,ds_endereco_farmacia,no_farmacia,no_cidade,uf
-22.7871701,-47.138116,19,38741524,13140000,CENTRO,"JOSE PAULINO, 1659",DROGARIA MATOS LTDA MICRO EMPRESA,PAULINIA,SP
-23.3745527,-53.292492,44,3663-128,87485000,CENTRO,"AVENIDA BARAO DO RIO BRANCO,  591 - ESQUINA C/ AV. BRAS",DOURADINA COMERCIO DE PRODUTOS FARMACEUTICOS LTDA - ME,DOURADINA,PR
-16.6777153,-49.2676296,11,37695736,74110030,SETOR OESTE,"AV B, 181, QUADRA C1 LOTE 2 E",RAIA DROGASIL S/A,GOIANIA,GO
-20.69311,-51.0561559,18,37041742,15370000,CENTRO,"RUA CONS RUY BARBOSA, 1940",J. C. S. MACEDO & DA SILVA DROGARIA LTDA - ME,PEREIRA BARRETO,SP
-23.0185465,-47.8625244,15,32831410,18500000,CENTRO,RUA GOVERNADOR PEDRO DE TOLEDO Nº 139,FARMACLIN MEDICAMENTOS E LABORATÓRIO LTDA,LARANJAL PAULISTA,SP
-25.1033828,-51.0539062,42,34462122,84400000,CENTRO,"RUA SAO JOSAFAT, 682",FARMACIA FARMASSIM LTDA EPP,PRUDENTOPOLIS,PR
-22.9852375,-43.2237312,21,24071425,22440034,LEBLON,"loja ATAULFO DE PAIVA, 1241",DROGARIAS PACHECO S/A,RIO DE JANEIRO,RJ
-19.6508386,-44.0310899,31,36652244,33600000,CENTRO,"RUA FRANCISCO AZEVEDO, 75, LOJA 01",AMAURI APARECIDO CARVALHO - ME,PEDRO LEOPOLDO,MG
-29.6804772,-51.0977946,51,35111067,93542000,CANUDOS,rua BARTOLOMEU DE GUSMAO 405,DROGARIA MAIS ECONOMICA S.A.,NOVO HAMBURGO,RS
-22.9401184,-43.0249275,21,24722828,24340000,ITAIPU,"EST. FRANCISCO DE CRUZ NUNES, Nº 6501",DROGARIAS PACHECO S/A,NITEROI,RJ
-25.4591155,-49.2822444,41,32138260,80250030,CENTRO,"RUA BRIGADEIRO FRANCO, 2300",FARMACIA E DROGARIA NISSEI LTDA,CURITIBA,PR
-22.0189085,-47.8928401,16,33723653,13560000,CENTRO,AVENIDA SAO CARLOS Nº 2008,FARMACIA NOSSA SENHORA DO ROSARIO LTDA,SAO CARLOS,SP
-7.842914,-35.2535754,81,36361022,55825000,CENTRO,RUA  PADRE EMIDÍO Nº 234,M. F. RANGEL LTDA.,PAUDALHO,PE
-29.6898862,-53.8040591,54,33131900,97050601,CENTRO,"RUA PINHEIRO MACHADO, 2394 - LOJA 01",COMERCIO DE MEDICAMENTOS BRAIR LTDA,SANTA MARIA,RS
-0.183333,-50.05,94,34331442,68385000,BAIRRO DAS FLORES,AV BELEM 1462,C A KUHN E CIA LTDA - ME,OURILANDIA DO NORTE,PA
-22.5976408,-43.1881658,21,24722828,25915000,PIABETÁ,AV. SANTOS DUMONT N° 213 LOJA 4,DROGARIAS PACHECO SA,MAGE,RJ
-25.428657,-49.2550006,41,32644881,80060230,CENTRO,"CONSELHEIRO ARAUJO, 267",FARMACIA NISHIFARMA LTDA- EPP,CURITIBA,PR
-29.8183326,-50.0495803,54,3335-010,95588000,GUARA,"ROD RS 407, 2575 - LOJA 01 02 03 04",COMERCIO DE MEDICAMENTOS BRAIR LTDA,XANGRI-LA,RS
-22.9215577,-43.2340126,21,24071425,20511140,TIJUCA,"MAJOR AVILA, 126",DROGARIAS PACHECO S/A,RIO DE JANEIRO,RJ
-30.4027917,-54.4494924,55,32322100,97300000,CENTRO,RUA DUQUE DE CAXIAS N° 421,DIMED S/A DISTRIBUIDORA DE MEDICAMENTOS,SAO GABRIEL,RS
-20.4238639,-54.6266789,67,33651219,79117280,VILA NASSER,RUA TENENTE LIRA 1291,DROGARIA NISSEY LTDA - EPP,CAMPO GRANDE,MS
-22.9792616,-49.8700862,14,33241300,19900030,CENTRO,"AV ALTINO ARANTES, 92",FARMACIA SANTA MARIA DE MARILIA LTDA-EPP,OURINHOS,SP
-27.4005128,-54.0819326,55,35222411,98680000,CENTRO,"AVENIDA TIRADENTES, 977 - TERREO",ADELAIDE BEATRIZ MESSER - ME,TIRADENTES DO SUL,RS
-22.7663634,-43.3348977,11,37695678,22410000,IPANEMA,"RUA VISCONDE DE PIRAJA, 04, LOJA B",RAIA DROGASIL S/A,RIO DE JANEIRO,RJ
-24.2295507,-48.4703493,15,35471176,18310000,CENTRO,"RUA 7 DE SETEMBRO, 174",CARLOS ROBERTO NOMOTO ME,GUAPIARA,SP
-28.1319024,-48.8344299,48,32551705,88780000,CENTRO,"RUA Irineu Bornhausen, 913",SANDRO LUIZ DA SILVA ME,IMBITUBA,SC
-23.5615052,-46.6449805,16,31351462,14490000,CENTRO,PC 24 DE DEZEMBRO 6,DROGAFARMA DE FRANCA LTDA,RIFAINA,SP
-3.2206855,-43.4496546,98,34721009,65520000,CENTRO,"RUA GONCALVES DIAS, 369",MARIA DO SOCORRO PEREIRA DA SILVA,BREJO,MA
-29.7136868,-51.1304464,51,35941948,93320021,RIO BRANCO,AV. NAÇÕES UNIDAS N° 2001 LOJA 1001,DIMED S/A DISTRIBUIDORA DE MEDICAMENTOS,NOVO HAMBURGO,RS
-23.1433157,-46.9928596,11,45911286,13295000,JD SAO VICENTE,"ANTONIO POLLI, 313",CARLA MARIA MORAIS FRANCO - EPP.,ITUPEVA,SP
-22.6619594,-50.4062732,18,33242322,19800003,CENTRO,"AV RUI BARBOSA, 732",DROGARIA CATEDRAL DE ASSIS LTDA - EPP,ASSIS,SP
-21.6022544,-41.7653752,22,27581568,28400000,CENTRO,"RUA DR. ALBERTO TORRES, 98",R H FARMACIA LTDA,SAO FIDELIS,RJ
-16.8161095,-49.2768379,17,36351243,15735000,CENTRO,"RUA SAO PAULO, 903",NATALI & SANTANA LTDA ME,APARECIDA DOESTE,SP
-22.7871701,-47.138116,19,38743053,13140000,JARDIM DOS CALEGARIS,"OSCAR SEIXAS DE QUEIROZ, Nº 415 SALA 01",DROGARIA JARDIM CALEGARIS LTDA ME,PAULINIA,SP
-30.0456546,-51.208878,51,32198370,90160093,PRAIA DE BELAS,AV. IPIRANGA N° 2495 LOJA 01,DIMED S/A DISTRIBUIDORA DE MEDICAMENTOS,PORTO ALEGRE,RS
-23.2822524,-45.5334973,12,36761249,12170000,CENTRO,"RUA VINTE E OITO DE AGOSTO, 66",JOSE CAETANO RAMOS FERREIRA NETO-ME,REDENCAO DA SERRA,SP
-22.9209172,-43.369888,21,2752-300,22730001,Taquara,"Avenida Nelson Cardoso, 1141, Loja A",CSB DROGARIAS S/A,RIO DE JANEIRO,RJ
-29.1499091,-54.7221758,11,4718-314,18120000,CENTRO,"AVENIDA FRANCISCO DE ASSIS PINTO DE OLIVEIRA, 110",FARMAVIDA MEDICAMENTOS LTDA - ME,MAIRINQUE,SP
-27.9768867,-49.5776964,49,32784291,88650000,CENTRO,"PCA CAETANO VIEIRA DE SOUZA, 459, SALA 01",SCHWINDEN E COSTA LTDA,URUBICI,SC
-22.792435,-43.3016941,21,27523000,25071182,CENTRO,"AVENIDA BRIGADEIRO LIMA E SILVA, 2094 - LOJA E/F",CSB DROGARIAS S/A,DUQUE DE CAXIAS,RJ
-5.7483811,-35.2697799,84,32188873,59114250,NOSSA SENHORA DA APRESENTACAO,"R BOA SORTE, 22",COMERCIAL DE MEDICAMENTOS NOBRE LTDA - ME,NATAL,RN
-6.7346949,-35.5174272,83,32611349,58255000,CENTRO,"RUA FELICIANO PEDROSA, 1592",JOAO FLORENTINO DE LIMA,BELEM,PB
-20.6486784,-40.4847242,27,32629350,29200260,CENTRO,"R JOAQUIM DA SILVA LIMA, 189",DROGARIA VIDA SAUDAVEL LTDA - ME,GUARAPARI,ES
-20.3009292,-40.2986512,21,24071425,29055310,PRAIA DO CANTO,"RUA JOSE TEIXEIRA, 366",DROGARIAS PACHECO S/A,VITORIA,ES
-26.5834068,-49.090403,47,33826145,89120000,CENTRO,"RUA WILHELM BUTZKE SENIOR, SALA 01","SIND TRAB IND DE FIACAO, TECELAGEM, VEST, MALHARIA, ART DE COURO, CALC, ACABAMEN",TIMBO,SC
-29.8914153,-51.1559394,51,33372709,91010000,PASSO D'AREIA,AVENIDA ASSIS BRASIL Nº 164 LOJA 060,DIMED S/A DISTRIBUIDORA DE MEDICAMENTOS,PORTO ALEGRE,RS
-28.2522125,-52.416588,51,35116454,99010000,CENTRO,"AV BRASIL, Nº 585",DROGARIA MAIS ECONOMICA LTDA,PASSO FUNDO,RS
-5.8072442,-35.2120992,84,6152525,59030500,LAGOA NOVA,"RUA JAGUARARI, 131",EMPREENDIMENTO FARMACEUTICO SANTA FE LTDA,NATAL,RN
-28.5636002,-51.9626507,54,33471262,99260000,CENTRO,"R. VITORINO MONTEIRO, 693",RTD DROGARIA LTDA,CASCA,RS
-5.1435272,-42.7875882,86,32207938,64025520,PARQUE PIAUI,"AV. MARECHAL JUAREZ TAVORA, S/N - QD 59 CS 01",EMPREENDIMENTOS FARMACEUTICOS GLOBO LTDA,TERESINA,PI
-22.185501,-47.3890166,19,1957152,13610200,CENTRO,RUA RAFAEL DE BARROS Nº 442,ANTONIO ALEXANDRE LUIZOTTI,LEME,SP
-23.4153245,-51.9434669,44,32244038,87020085,61569,AV PARANA 1365 LOJA 02,IVANIR BERNARDI - ME,MARINGA,PR
-22.9065054,-43.1771377,21,24987000,20040003,BARRA DA TIJUCA,AV. DAS AMERICAS,NATURAL DROGAS RECREIO LTDA - ME,RIO DE JANEIRO,RJ
-23.01472,-43.4476222,11,37695678,22790710,RECREIO DOS BANDEIRANTES,"AVENIDA ALFREDO BALTHAZAR SILVEIRA, 96 - LOJAS A e B",RAIA DROGASIL S/A,RIO DE JANEIRO,RJ
-23.7335026,-53.5852111,44,36321252,87535000,CENTRO,AVENIDA ALBERTO BYINGTON JR 416,V. RIBEIRO E CIA. LTDA. - ME.,XAMBRE,PR
-23.263736,-51.161809,41,32138242,86084000,CONJUNTO HABITACIONAL,AVENIDA SAUL ELKIND 1610,FARMACIA E DROGARIA NISSEI LTDA,LONDRINA,PR
-22.0830867,-45.7531486,35,34220609,37550000,CENTRO,"AV.DR. LISBOA, 4",DROGASIL S.A,POUSO ALEGRE,MG
-26.8406993,-53.0365136,49,33661165,89870000,CENTRO,AVENIDA SAO PAULO 1463 SALA 01,GALINA E CIA LTDA EPP,PINHALZINHO,SC
-21.407415,-50.4724324,18,3659-135,16210000,CENTRO,RUA XV DE NOVEMBRO 307,DROGARIA TIRADENTES DE ARACATUBA LTDA. - ME,BILAC,SP
-25.4174856,-49.2499336,41,32622913,80040310,HUGO LANGE,"RUA AUGUSTO STRESSER, 1379",RAIA DROGASIL S/A,CURITIBA,PR
-22.6829996,-43.2690733,21,27762093,25215255,JARDIM PRIMAVERA,"EMILIO DE MENEZES, 1220, LOJAS A B",FARMACIA SAO JORGE LTDA ME,DUQUE DE CAXIAS,RJ
-22.5370701,-47.9175572,19,34812784,13520000,SAO JUDAS TADEU,"RUA JOSE DELICIO, Nº 443",OLIVEIRA & E DE SANTIS LTDA - EPP,SAO PEDRO,SP
-22.5002532,-44.1387934,24,33467211,27276080,ACUDE,"AVENIDA GLORIA ROUSSIM GUEDES, 360",A M DO NASCIMENTO - ME,VOLTA REDONDA,RJ
-23.1884994,-46.8870749,11,44971418,13201031,CENTRO,"RUA CORONEL LEME DA FONSECA, 450/460",RAIA DROGASIL S/A,JUNDIAI,SP
-23.4033076,-51.9520666,44,30294556,87080000,JD LOS ANGELES,"AV. MANDACARU, Nº 779 - TERREO",FARMACIA PERCOFARMA LTDA ME,MARINGA,PR
-21.994393,-47.429433,19,35611080,13630040,CENTRO,"RUA MAJOR PEREIRA, 186",ROQUE DE MATTIA & CIA LTDA - EPP,PIRASSUNUNGA,SP
-22.1323362,-51.3935644,18,32220143,19013050,VILA EUCLIDES,"AVENIDA CORONEL JOSE SOARES MARCONDES, Nº 2700 A",DROGASIL S/A,PRESIDENTE PRUDENTE,SP
-19.7503689,-47.9434673,34,32214748,38060600,SAO BENEDITO,"av SANTOS DUMONT, 1210",DROGAN DROGARIAS LTDA,UBERABA,MG
-24.6483566,-51.9338441,42,36461543,85200000,PITANGUINHA,"AV PRESIDENTE GETULIO VARGAS, Nº 781, sala comercial",BORGES & FLORES LTDA. - ME,PITANGA,PR
-16.6757131,-49.2581668,62,32235605,74020200,SETOR CENTRAL,"QUADRA 12, LOTE 69, SALA 02",DROGASIL S/A,GOIANIA,GO
-30.2607404,-52.4093447,51,37341314,96690000,CENTRO,RUA PAPA JOAO XXIII Nº301,M.S. SANCHES,PANTANO GRANDE,RS
-28.0645409,-54.1423458,54,33131900,98910970,CENTRO,"AVENIDA URUGUAI, 513",COMERCIO DE MEDICAMENTOS BRAIR LTDA,TRES DE MAIO,RS
-22.526153,-43.1940858,11,37695736,25655156,CENTRO,"Rua CORONEL VEIGA, 687",RAIA DROGASIL S/A,PETROPOLIS,RJ
-23.2889873,-51.1650768,43,33273903,86060000,VILA JUDITH,"AVENIDA MARINGA, 850",RAIA DROGASIL S/A,LONDRINA,PR
-22.7868246,-43.3131063,21,26352265,24800000,CENTRO,"22 DE MAIO, 5714",FARMACIA SAO SEBASTIAO LTDA,RIO DE JANEIRO,RJ
-23.141232,-45.7888354,11,32747400,12247280,CENTRO,AV. DOUTOR NELSON D' ÁVILA  Nº 296,DROGARIA SÃO PAULO S.A.,SAO JOSE DOS CAMPOS,SP
-1.4583587,-48.4687311,91,30844609,66063010,GUAMA,"JOSE BONIFACIO, Nº 2071",DISTRIBUIDORA BIG BENN LTDA,BELEM,PA
-25.4893903,-49.2056164,41,32268000,81590180,UBERABA,"RUA EUNICE BETTINI BARTOSZECK, 1278",FARMACIA RAMIPAR LTDA - EPP,CURITIBA,PR
-23.5027251,-47.4778511,15,32171377,18043003,CERRADO,AV. GENERAL CARNEIRO Nº 854,MACER DROGUISTAS LTDA,SOROCABA,SP
-22.4079342,-47.5686809,19,35341823,13500270,VILA ALEMÃ,"AV VINTE E QUATRO A, Nº 87",DROGARIA DROGANOSSA RIO CLARO LTDA,RIO CLARO,SP
-27.089801,-52.6212837,49,20498700,89801000,CENTRO,AV GETULIO VARGAS 1430,FARMACIA E DROGARIA CEFARMA LTDA - ME,CHAPECO,SC
-24.7964317,-50.0052924,42,32322133,84165000,CENTRO,"RUA DR JORGE XAVIER DA SILVA, 333","GLAPINSKI , GLANPINSKI E CIA LTDA",CASTRO,PR
-22.1859042,-47.3890166,19,35712712,13610210,CENTRO,AVENIDA 29 DE AGOSTO Nº 616,ANTONIO ALEXANDRE LUIZOTTI,LEME,SP
-22.1240819,-51.116815,18,32753390,19500000,CENTRO,"AVENIDA CORONEL JOAO GOMES MARTINS, 312",ALEXANDRE DE SOUZA VIACCAVA-ME,MARTINOPOLIS,SP
-7.1501701,-34.8893134,83,32427777,58085000,CRUZ DAS ARMAS,AVENIDA CRUZ DAS ARMAS Nº 801,FARMACIA SAO LUIZ LTDA - EPP,JOAO PESSOA,PB
-14.8358717,-41.6949107,77,34512857,46430000,VOMITA MEL,"AVENIDA SANTOS DUMONT, 434",MARIFARMA PRODUTOS FARMACEUTICOS LTDA,GUANAMBI,BA
-23.5140143,-47.439848,15,32313522,18025300,BARCELONA,"AV PARAGUAI, 788",DROGA CITY SOROCABA LTDA ME,SOROCABA,SP
-29.6810384,-53.7938822,55,32235579,97090000,NOSSA SENHORA DAS DORES,"RUA EUCLIDES DA CUNHA, S/N",DIMED S/A - DISTRIBUIDORA DE MEDICAMENTOS,SANTA MARIA,RS
-20.1782251,-42.2756837,31,38735425,36925000,CENTRO,"AV. MANOEL FRANCISCO DE FREITAS, 40",DROGARIA P.M LTDA,CAPUTIRA,MG
-22.9544733,-52.7013938,44,34421218,87880000,CENTRO,"AVENIDA CANDIDO BERTHIER FORTES, 1208",CLAUDEMIR SALATA - EPP,GUAIRACA,PR
-25.686967,-52.6088718,46,32461174,85568000,CENTRO,"AVENIDA IGUACU, 1948 - SALA",SAGFARMA FARMACIA LTDA,SAUDADE DO IGUACU,PR
-16.295302,-48.944166,62,33321376,75180000,SETOR CENTRAL,"AVENIDA DOM BOSCO, 819",JOAO BRAZ PIRES ME,SILVANIA,GO
-27.0366978,-50.9728478,49,32461190,89580000,VILA PARAISO,"RUA PADRE FEIJO, Nº 126",FARMACIA SAGRADO CORACAO LTDA ME,FRAIBURGO,SC
-1.435292,-48.469984,91,30844609,66120000,SACRAMENTA,"AV SENADOR LEMOS, 4336",DISTRIBUIDORA BIG BENN LTDA,BELEM,PA
-19.765822,-44.0900888,31,36251776,33805010,CENTRO,"PRAÇA NOSSA SENHORA DAS NEVES, 12",DROGARIA E PERFUMARIA SAPORI LTDA,RIBEIRAO DAS NEVES,MG
-27.9983338,-52.666496,54,33311444,99500000,GLORIA,AVENIDA FLORES DA CUNHA Nº 2655,JOSE MAZZUTTI & CIA LTDA,CARAZINHO,RS
-26.5049666,-49.1063519,47,33715233,89251150,CENTRO,"MAL FLORIANO PEIXOTO, 79",FARMACIA SCHULZ LTDA EPP,JARAGUA DO SUL,SC
-23.3226076,-45.9179936,13,33862549,11410190,CENTRO,"RUA MARIO RIBEIRO, 756 - 762",RAIA DROGASIL S/A,GUARUJA,SP
-21.1096076,-47.9892635,16,39454064,14165428,JD JAMAICA,"R. LAURINDO SCARANELO, 478",VALENTE & SERRA SERTAOZINHO LTDA - EPP,SERTAOZINHO,SP
-22.7663634,-43.3348977,48,34660404,88870000,CENTRO,"RUA ARISTILIANO RAMOS, 351",FARMACIA CROZETTA LTDA - EPP,ORLEANS,SC
-27.9983338,-52.666496,54,33314542,99500000,CENTRO,AV FLORES DA CUNHA 975,JOSÉ MAZZUTTI & CIA LTDA,CARAZINHO,RS
-23.0338625,-46.9828319,11,32747417,13280000,JARDIM AMERICA,ESTRADA DA BOIADA 620,DROGARIA SAO PAULO S.A.,VINHEDO,SP
-22.7162027,-47.671361,19,34222429,13403000,JARAGUA,AV MADRE MARIA TEODORA 741,DROGAL FARMACEUTICA LTDA,PIRACICABA,SP
-23.1087807,-46.5553874,11,44121921,12940260,CENTRO,"AV SAO JOAO, 268 E 274",FARMACIA MAGISTRAL MEDICATRIX NATURAE LTDA-ME,ATIBAIA,SP
-26.2470525,-52.6733868,11,37695736,85501270,CENTRO,"R. IGUACU, Nº 605",RAIA DROGASIL S/A,PATO BRANCO,PR
-29.4817219,-51.8240348,51,37624025,95890000,TEUTONIA,"RUA DALTRO FILHO, 1147",DROGARIA MICHEL LTDA - ME,TEUTONIA,RS
-27.8313136,-49.5292944,49,32770098,88680000,CENTRO,"AV. MAJOR GENEROSO, 32",ALCEU OSVALDO SEBOLD ME,BOM RETIRO,SC
-23.5740718,-46.688644,11,30328789,1452001,JARDINS,AV. BRIGADEIRO FARIA LIMA Nº 2127 LJ. 01,DROGASIL S.A.,SAO PAULO,SP
-23.1536044,-46.9641162,11,48162747,13212390,VILA ARENS,"AV DR OLAVO GUIMARAES, Nº 96",FARMA SERVE JUNDIAI LTDA EPP,JUNDIAI,SP
-22.8594548,-43.2459902,21,24722828,24230091,CENTRO,"RUA DR. CURVELO CAVALCANTE, Nº 402/406",DROGARIAS PACHECO SA,ITAGUAI,RJ
-23.231305,-45.8286187,12,39343535,12225000,NOVO HORIZONTE,"AVENIDA PRESIDENTE TANCREDO NEVES, 3400",COOP - COOPERATIVA DE CONSUMO,SAO JOSE DOS CAMPOS,SP
-25.4670202,-49.2866786,42,30242010,80610260,PORTÃO,AVENIDA  REPÚBLICA ARGENTINA Nº 2421,ZUNARELLI & CIA LTDA.,CURITIBA,PR
-30.1123852,-51.3117129,51,35116754,92500000,CENTRO,"SAO JOSE, 421",DROGARIA MAIS ECONOMICA LTDA,GUAIBA,RS
-30.0142992,-51.2167268,51,32212072,90030000,CENTRO,"RUA VOLUNTARIOS DA PATRIA, 26",CIA LATINO AMERICANA DE MEDICAMENTOS,PORTO ALEGRE,RS
-25.4481042,-49.2892139,41,32138376,80240030,AGUA VERDE,"AV IGUACU, 2063",FARMACIA E DROGARIA NISSEI LTDA,CURITIBA,PR
-16.2861021,-48.9171346,62,33149992,75085560,RESID DAS FLORES,"25,360,QD 27 LT 19",ALIANÇA PRODUTOS FARMACEUTICOS LTDA,ANAPOLIS,GO
-16.785695,-49.4161118,33,32532900,35195000,S S DE BRAUNAS,"R FRANCISCO MONTEIRO DE OLIVEIRA, 501",BRAMEDE LTDA - ME,BELO HORIZONTE,MG
-22.4881966,-47.1935133,19,38579363,13165000,CENTRO,"AVENIDA SETE DE SETEMBRO, 404 - SL 01",DROGARIA CRISSETTI LTDA EPP,ENGENHEIRO COELHO,SP
-19.964988,-44.1862616,31,35323075,32650370,VILA RECREIO,"AV. BANDEIRANTTES, 950",DROGARIA OLHOS D'AGUA LTDA ME,BETIM,MG
-27.2043573,-50.4917417,49,32413299,89520000,CENTRO,"AVENIDA SALOMAO CARNEIRO DE ALMEIDA, 214",BRASFARMA COMERCIAL DE MEDICAMENTOS LTDA,CURITIBANOS,SC
-20.3524943,-40.3955859,27,33433837,29145417,PORTO DE SANTANA,"RUA PRINCIPAL, Nº 129, LOJA 01",DROGARIA EL - ELION LTDA - ME,CARIACICA,ES
-23.1807881,-44.5098266,24,33711517,23970000,CHACARA,"AV. ROBERTO SILVEIRA, 37, LOJA 01",DROGARIA CONTI MIRANDA LTDA - EPP,PARATI,RJ
-23.5426745,-46.6489961,11,55216506,4751000,SANTO AMARO,LARGO XIII DE MAIO Nº 170,DROGARIA ONOFRE LTDA.,SAO PAULO,SP
-16.4749891,-54.6266342,66,34233414,78700200,CENTRO,"AVENIDA BANDEIRANTES, 2161",ADIDROGAS COMERCIO DE MEDICAMENTOS LTDA ME,RONDONOPOLIS,MT
-29.6670152,-51.265133,51,34859741,9441050,CENTRO,"AV CORONEL MARCOS DE ANDRADE, 141",DIMED S/A - DISTRIBUIDORA DE MEDICAMENTOS,VIAMAO,RS
-27.8196349,-50.3230286,54,33131900,88502175,CENTRO,PRAÇA JOAO COSTA 44,COMERCIO DE MEDICAMENTOS BRAIR LTDA,LAGES,SC
-23.2148354,-50.830499,43,35241928,86300000,CENTRO,AVENIDA MINAS GERAIS Nº 421,FARMACIA SANTA CATARINA DE CORNELHO PROCOPIO LTDA,CORNELIO PROCOPIO,PR
-22.102809,-51.5893444,18,32621456,19300000,VL SAO VICENTE,"R DR ARTHUR FALCONE, 611",EVELINE C. BARROSO & CIA. LTDA - ME,PRESIDENTE BERNARDES,SP
-21.2922028,-50.3436678,41,3213-824,16200001,CENTRO,"RUA BARAO DO RIO BRANCO, 493",FARMACIA E DROGARIA NISSEI S.A.,BIRIGUI,SP
-28.6626198,-49.424998,48,34387150,88818400,RIO MAINA,"DOS IMIGRANTES, Nº 2038",DROGARIA SAO VICTOR LTDA ME,CRICIUMA,SC
-22.625671,-42.1484486,21,26132651,28890000,NOVORIO DAS OSTRAS,"RODOVIA AMARAL PEIXOTO 5181 lojas 01,02,03,04 e 05",DROGARIA PREDILETA LTDA - EPP,RIO DAS OSTRAS,RJ
-25.4545553,-49.2056169,41,32665698,82930020,CAJURU,"TEOFILO OTONI, 688, LOJA 02",ALCINEIA LANG,CURITIBA,PR
-26.4552419,-52.6934379,49,33447800,89838000,CENTRO,"AVENIDA SETE DE SETEMBRO, 583 - SALA",NERI PEDERSSETTI ME,GALVAO,SC
-26.3055114,-48.848544,47,39033012,89201908,CENTRO,"RUA VISCONDE DE TAUNAY, 235 - LOJAS 12/13",CIA LATINO AMERICANA DE MEDICAMENTOS,JOINVILLE,SC
-16.6452737,-41.0324126,33,37451447,39890000,CENTRO,"PRAÇA DR OLINTO MARTINS, 182 - A",DROGARIA JM LTDA,JOAIMA,MG
-29.9564145,-51.1643406,51,35116754,93310001,CENTRO,"PEDRO ADAMS FILHO, 5451",DROGARIA MAIS ECONOMICA LTDA,NOVO HAMBURGO,RS
-25.3180518,-54.181802,41,32138344,85884000,CENTRO,AV BRASILIA 1597,FARMACIA E DROGARIA NISSEI LTDA,MEDIANEIRA,PR
-26.3877868,-53.5297528,49,36420167,89940000,CENTRO,"JOAO PESSOA, 1001, sala",BENETTI E BENETTI LTDA,GUARUJA DO SUL,SC
-21.6646531,-44.4374873,35,33231117,37370000,CENTRO,PRAÇA CORONEL JOSÉ EUGÊNIO Nº 216,DROGALÊ MEDICAMENTOS E PERFUMARIA LTDA.,SAO VICENTE DE MINAS,MG
-23.632021,-52.4639868,44,36281477,87230000,CENTRO,"AVENIDA DR. GASTAO VIDIGAL., 561",FABIO DEGAN & CIA. LTDA - ME.,JUSSARA,PR
-21.9736101,-47.4257572,19,35615372,13635098,VILA ESPERANCA,"AVENIDA DAS NACOES, Nº 172",MARCO ANTONIO JOSE & CIA LTDA EPP,PIRASSUNUNGA,SP
-32.4874719,-53.2774636,54,96757576,96300000,CENTRO,"PRAÇA DR ALCIDES MARQUES, 10",COMERCIO DE MEDICAMENTOS BRAIR LTDA,JAGUARAO,RS
-19.5372539,-40.6277042,27,37111004,29700010,CENTRO,"AV. GETULIO VARGAS, Nº256",RAIA DROGASIL S/A,COLATINA,ES
-25.4777028,-49.2309364,41,32963771,81570000,UBERABA,"AVENIDA SALGADO FILHO, Nº 3060",FARMACIA E DROGARIA NISSEI LTDA,CURITIBA,PR
-22.9111137,-43.172814,21,32716675,20396150,PAQUETA,"R FURQUIM WERNECK, 31 - LOJA B",FARMACIA COTIDIANA LTDA,RIO DE JANEIRO,RJ
-29.1843041,-51.2154176,54,32052161,95110900,DESVIO RIZZO,"rod RSC 453, KM 3,5 2780 loja 159",DIMED S/A - DISTRIBUIDORA DE MEDICAMENTOS,CAXIAS DO SUL,RS
-21.1853494,-47.8084666,11,67835766,3453000,JD. ARICANDUVA,"AV. RIO DAS PEDRAS Nº 555 BOX-1,2,3,4",DROGASIL S.A.,SAO PAULO,SP
-27.6517704,-52.2815728,54,35221781,99700000,CENTRO,"COMANDANTE KRAMER, 375, ESQ MARECHAL TEODOR",IRMAOS PINOTTI & CIA LTDA - ME,ERECHIM,RS
-5.9564119,-35.8105395,84,32722525,59150000,CENTRO,"AV BRIGADEIRO EVERALDO BREVES, 327A",EMPREENDIMENTO FARMACEUTICO SANTA FE LTDA,PARNAMIRIM,RN
-7.2319274,-39.4107122,88,3515-231,63100080,CENTRO,"R SENADOR POMPEU, Nº 375",NILTON CEZAR LIRA BARROS - ME,SENADOR POMPEU,CE
-20.4053212,-49.1625989,17,32822101,15460000,CENTRO,"AV SIMPLICIANO CUSTODIO DA SILVEIRA, 289",DROGARIA LA VITA LTDA. - ME,ICEM,SP
-28.6765202,-49.3672189,48,34378479,88801250,Pio Correa,"Rua Coronel Pedro Benedet, 460",CIA LATINO AMERICANA DE MEDICAMENTOS,CRICIUMA,SC
-22.903858,-43.5582914,21,24162225,23050360,CAMPO GRANDE,"RUA CORONEL AGOSTINHO, 12",DROGASIL SA,RIO DE JANEIRO,RJ
-27.2033068,-49.6401514,47,35212124,89160000,BARRA DO TROMBUDO,"R CLEMENTE DEMARCH, 3887",FARMACIA GREUEL LTDA ME,RIO DO SUL,SC
-23.6644129,-53.098327,44,36761415,87400000,CENTRO,"RUA PEABIRU, 549",E A DOS SANTOS & CIA LTDA,CRUZEIRO DO OESTE,PR
-25.5804442,-54.5820828,45,35778808,85855330,PORTO BELO,"R APARICIO VIEIRA, 30",FARMACIA DACS LTDA,FOZ DO IGUACU,PR
-29.9394708,-51.0397178,51,34881723,94040000,SAO GERALDO,AV DORIVAL C L DE OLIVEIRA 3630 SALA,CORDEIRO E CORDEIRO LTDA - ME,GRAVATAI,RS
